X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
8,6,aug,fri,0.929663609,0.485547018,0.701813634,0.744791667,0.570446735,0.253333333,0.529411765,0,2.074429
2,5,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.4604811,0.413333333,0.317647059,0,2.084429083
8,6,mar,sun,0.788990826,0.176728869,0.095809881,0.458333333,0.250859107,0.32,0.635294118,0,2.102913898
1,5,sep,mon,0.837920489,0.451884376,0.826641651,0.322916667,0.577319588,0.36,0.211764706,0,2.116255515
6,4,mar,sat,0.834862385,0.142334431,0.079799875,0.369791667,0.312714777,0.36,0.058823529,0,2.128231706
7,4,mar,sun,0.831804281,0.150018295,0.08355222,0.244791667,0.250859107,0.6,0.423529412,0,2.223541886
6,5,mar,fri,0.847094801,0.165751921,0.090306442,0.609375,0.257731959,0.24,0.423529412,0,2.231089091
2,5,aug,thu,0.96941896,0.470911087,0.691932458,0.5,0.687285223,0.173333333,0.270588235,0,2.270061901
2,2,aug,tue,0.957186544,0.385290889,0.777360851,0.84375,0.701030928,0.093333333,0.482352941,0,2.273156282
4,5,sep,wed,0.899082569,0.476765459,0.843026892,0.4375,0.690721649,0.133333333,0.423529412,0,2.342766883
2,2,aug,tue,0.957186544,0.385290889,0.777360851,0.84375,0.701030928,0.093333333,0.482352941,0,2.398803951
2,5,aug,fri,0.929663609,0.485547018,0.701813634,0.744791667,0.663230241,0.28,0.588235294,0,2.399711804
6,5,apr,thu,0.550458716,0.022319795,0.037023139,0.098958333,0.054982818,0.52,0.635294118,0,2.479056236
4,5,sep,thu,0.899082569,0.490303696,0.851532208,0.4375,0.594501718,0,0.058823529,0,2.489894191
3,4,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.333333333,0.586666667,0.694117647,0,2.504709277
2,4,sep,mon,0,0.248079034,0.800125078,0,0.632302405,0.306666667,0.376470588,0,2.511223958
1,5,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.597938144,0.24,0.211764706,0,2.528125769
6,5,mar,sun,0.813455657,0.126600805,0.072670419,0.333333333,0.281786942,0.52,0.376470588,0,2.57261223
7,4,feb,sun,0.623853211,0.020856202,0.008130081,0.067708333,0.158075601,0.706666667,0.211764706,0,2.642622396
8,6,oct,wed,0.853211009,0.1276985,0.810756723,0.229166667,0.549828179,0.293333333,0.270588235,0,2.687847494
5,6,mar,sat,0.828746177,0.17233809,0.093558474,0.364583333,0.374570447,0.653333333,0.423529412,0,2.707383312
4,5,sep,thu,0.899082569,0.490303696,0.851532208,0.4375,0.615120275,0.253333333,0.164705882,0,2.745345986
7,5,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.567010309,0.293333333,0.211764706,0,2.901421594
6,5,sep,fri,0.883792049,0.420417124,0.803502189,0.59375,0.529209622,0.24,0.694117647,0,3.007166651
8,3,sep,thu,0.923547401,0.28503476,0.825015635,0.890625,0.652920962,0.146666667,0.529411765,0,3.194992884
4,4,oct,sat,0.828746177,0.1489206,0.827141964,0.307291667,0.487972509,0.133333333,0.317647059,0,3.228033763
7,4,sep,fri,0.941896024,0.300402488,0.833896185,0.786458333,0.546391753,0.426666667,0.529411765,0,3.300640127
7,3,mar,mon,0.737003058,0.180021954,0.097811132,0.21875,0.233676976,0.413333333,0.635294118,0,3.34462703
4,4,mar,sat,0.862385321,0.120014636,0.069043152,0.364583333,0.439862543,0.16,0.529411765,0,3.389799337
4,4,sep,sun,0.883792049,0.443102817,0.819387117,0.401041667,0.436426117,0.6,0.105882353,0,3.417070731
1,3,sep,mon,0.767584098,0.324917673,0.855909944,0.328125,0.281786942,0.773333333,0.694117647,0,3.444256871
4,5,sep,wed,0.899082569,0.476765459,0.843026892,0.4375,0.52233677,0.053333333,0.105882353,0,3.487986512
6,5,mar,mon,0.813455657,0.134284669,0.076297686,0.28125,0.378006873,0.16,0.317647059,0,3.492256113
8,6,aug,sun,0.816513761,0.353457739,0.757473421,0.286458333,0.412371134,0.586666667,0.317647059,0,3.498626527
3,4,sep,fri,0.911314985,0.505671423,0.860913071,0.682291667,0.494845361,0.453333333,0.376470588,0,3.607669399
4,3,mar,mon,0.737003058,0.180021954,0.097811132,0.21875,0.233676976,0.413333333,0.635294118,0,3.63363098
2,2,jul,fri,0.758409786,0.538968167,0.355597248,0.3125,0.316151203,0.853333333,0.376470588,0,3.638112337
7,4,sep,wed,0.813455657,0.292352726,0.888180113,0.28125,0.384879725,0.56,0.482352941,0,3.656097965
4,4,sep,sun,0.917431193,0.535309184,0.879299562,0.380208333,0.642611684,0.32,0.529411765,0,3.902982261
7,5,oct,mon,0.862385321,0.166483718,0.838649156,0.536458333,0.408934708,0.386666667,0.423529412,0,3.91939576
8,6,aug,sat,0.877675841,0.288327845,0.569355847,0.578125,0.546391753,0.253333333,0.482352941,0,4.082609306
4,6,sep,sun,0.917431193,0.535309184,0.879299562,0.380208333,0.828178694,0.146666667,0.317647059,0,4.175924549
8,6,aug,sat,0.877675841,0.288327845,0.569355847,0.578125,0.419243986,0.373333333,0.423529412,0,4.280824129
4,4,sep,wed,0.899082569,0.476765459,0.843026892,0.4375,0.762886598,0.08,0.482352941,0,4.494126887
1,5,sep,sun,0.917431193,0.535309184,0.879299562,0.380208333,0.810996564,0.16,0.317647059,0,4.566221436
6,4,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.498281787,0.373333333,0.270588235,0,4.648133885
9,4,sep,tue,0.639143731,0.257592389,0.808380238,0.125,0.690721649,0.28,0.317647059,0,4.669646205
4,5,sep,sat,0.886850153,0.432125869,0.811507192,0.40625,0.463917526,0.133333333,0.317647059,0,5.04908648
8,6,aug,sun,0.853211009,0.510062203,0.720200125,0.510416667,0.529209622,0.346666667,0.635294118,0,5.285637313
2,2,sep,sat,0.886850153,0.432125869,0.811507192,0.40625,0.481099656,0.413333333,0.164705882,0,5.307970624
1,2,sep,tue,0.840978593,0.462861325,0.83427142,0.322916667,0.501718213,0.333333333,0.211764706,0,5.36541511
2,4,aug,sun,0.93883792,0.436516648,0.705816135,0.630208333,0.384879725,0.68,0.423529412,0,2.409644165
2,4,aug,sun,0.865443425,0.62971094,0.844402752,0.677083333,0.625429553,0.52,0.847058824,0,1.353254507
3,4,aug,sun,0.865443425,0.62971094,0.844402752,0.677083333,0.776632302,0.306666667,0.694117647,0,0.565313809
5,4,aug,sun,0.865443425,0.62971094,0.844402752,0.677083333,0.738831615,0.32,0.588235294,0,0.086177696
2,4,aug,wed,0.877675841,0.324185876,0.597873671,0.458333333,0.567010309,0.733333333,0.211764706,0,0.559615788
3,4,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.60137457,0.333333333,0,0,1.244154594
8,5,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.776632302,0.133333333,0.317647059,0,0.518793793
8,5,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.680412371,0.28,0.317647059,0,0.21511138
6,5,aug,wed,0.905198777,0.564581046,0.801876173,0.661458333,0.615120275,0.293333333,0.376470588,0,0.19062036
7,4,aug,thu,0.868501529,0.388583974,0.675297061,0.375,0.591065292,0.306666667,0.270588235,0,0.924258902
6,3,aug,thu,0.859327217,0.494328577,0.745590994,0.286458333,0.505154639,0.346666667,0.317647059,0,2.428336298
8,6,aug,sat,0.93883792,0.417855836,0.694809256,0.53125,0.676975945,0.346666667,0.211764706,0,2.199444334
4,3,aug,sat,0.93883792,0.417855836,0.694809256,0.53125,0.591065292,0.386666667,0.270588235,0,0.518793793
7,4,aug,sat,0.865443425,0.614343213,0.833896185,0.671875,0.670103093,0.333333333,0.164705882,0,0.867100488
2,4,aug,mon,0.920489297,0.347237468,0.64590369,0.708333333,0.828178694,0.226666667,0.423529412,0,2.287471455
3,4,aug,fri,0.859327217,0.400292719,0.684677924,0.421875,0.240549828,0.92,0.847058824,0,1.458615023
2,4,aug,fri,0.859327217,0.400292719,0.684677924,0.421875,0.591065292,0.36,0.317647059,0,1.658228077
6,3,aug,fri,0.844036697,0.505305525,0.754846779,0.328125,0.518900344,0.32,0.376470588,0,0.940007258
4,4,aug,fri,0.941896024,0.602268569,0.824015009,0.635416667,0.604810997,0.506666667,0.317647059,0,2.020222182
4,4,aug,tue,0.923547401,0.362971094,0.656285178,0.71875,0.615120275,0.52,0.847058824,0,0.58221562
4,4,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.512027491,0.506666667,0.270588235,0,1.686398954
2,2,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.604810997,0.546666667,0.317647059,0,0.418710335
8,6,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.546391753,0.573333333,0.482352941,0,2.329227024
2,5,aug,tue,0.874617737,0.547383827,0.791244528,0.703125,0.549828179,0.426666667,0.423529412,0,1.40854497
4,6,dec,sun,0.639143731,0.088547384,0.410131332,0.3125,0.020618557,0.56,0.952941176,0,2.30058309
8,6,dec,wed,0.626911315,0.090742774,0.411507192,0.234375,0.030927835,0.613333333,0.894117647,0,2.500615943
4,6,dec,thu,0.645259939,0.085620198,0.408255159,0.0625,0.030927835,0.613333333,0.529411765,0,1.853168097
4,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,2.936512914
3,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,2.462149663
4,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,3.136797714
4,4,dec,mon,0.669724771,0.081961215,0.405378361,0.09375,0.013745704,0.08,0.952941176,0,2.376764491
6,5,dec,tue,0.669724771,0.081961215,0.405378361,0.09375,0.030927835,0.12,0.952941176,0,3.249211025
9,4,jul,sat,0.859327217,0.37028906,0.561976235,0.427083333,0.725085911,0.32,0.058823529,0,2.197224577
4,5,jul,fri,0.859327217,0.355653128,0.551219512,0.286458333,0.642611684,0.333333333,0.105882353,0,1.291983682
7,6,jul,tue,0.905198777,0.649103549,0.50681676,0.53125,0.780068729,0.173333333,0.588235294,0,4.471067201
8,6,jul,tue,0.880733945,0.313940724,0.519449656,0.401041667,0.443298969,0.693333333,0.376470588,0,2.024193067
6,4,jun,sun,0.822629969,0.316502012,0.331707317,0.291666667,0.347079038,0.413333333,0.164705882,0,0.641853886
6,5,jun,mon,0.822629969,0.330406147,0.340838024,0.348958333,0.512027491,0.32,0.588235294,0,1.508511994
7,4,sep,sun,0.798165138,0.296743505,0.861413383,0.255208333,0.443298969,0.506666667,0.588235294,0,0.343589704
3,4,sep,sun,0.798165138,0.296743505,0.861413383,0.255208333,0.673539519,0.266666667,0.376470588,0,1.821318271
6,3,sep,sun,0.883792049,0.376143432,0.916197624,0.473958333,0.70790378,0.173333333,0.164705882,0,2.72719902
4,4,sep,wed,0.889908257,0.411269667,0.939962477,0.416666667,0.532646048,0.346666667,0.164705882,0,0.947789399
4,4,sep,thu,0.883792049,0.341017197,0.892808005,0.40625,0.515463918,0.12,0.529411765,0,1.564440547
5,4,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.597938144,0.173333333,0.694117647,0,1.688249093
6,3,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.505154639,0.253333333,0.8,0,3.565581238
1,4,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.432989691,0.173333333,0.423529412,0,2.105352923
6,5,sep,thu,0.896024465,0.424442005,0.94796748,0.348958333,0.432989691,0.173333333,0.423529412,0,0.698134722
3,5,sep,thu,0.831804281,0.489937797,0.997123202,0.3125,0.298969072,0.32,0.270588235,0,1.156881197
6,5,sep,thu,0.752293578,0.184046835,0.877173233,0.239583333,0.326460481,0.546666667,0.164705882,0,1.690095815
4,3,sep,sat,0.877675841,0.363336992,0.907942464,0.395833333,0.663230241,0.16,0.423529412,0,1.465567542
3,3,sep,sat,0.877675841,0.363336992,0.907942464,0.395833333,0.687285223,0.16,0.317647059,0,2.0255132
7,4,sep,sat,0.847094801,0.444200512,0.962726704,0.401041667,0.594501718,0.173333333,0.482352941,0,2.811809435
4,4,sep,sat,0.847094801,0.444200512,0.962726704,0.401041667,0.443298969,0.346666667,0.211764706,0,2.503073954
1,4,sep,mon,0.874617737,0.309915843,0.869918699,0.453125,0.47766323,0.52,0.317647059,0,1.141033005
6,3,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.64604811,0.253333333,0.211764706,0,4.043752776
8,6,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.635738832,0.266666667,0.211764706,0,2.13771045
2,4,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.556701031,0.346666667,0.164705882,0,0.904218151
2,5,sep,mon,0.859327217,0.385656787,0.923577236,0.28125,0.518900344,0.386666667,0.211764706,0,1.595338988
8,6,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.402061856,0.48,0.482352941,0,1.156881197
6,3,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.274914089,0.68,0.529411765,0,1.960094784
2,2,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.432989691,0.373333333,0.317647059,0,1.921324674
1,4,sep,mon,0.856269113,0.465056714,0.977485929,0.348958333,0.587628866,0.266666667,0.211764706,0,3.373826185
5,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.295532646,0.653333333,0.376470588,0,0.970778917
5,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.202749141,0.8,0.376470588,0,1.549687908
4,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.384879725,0.506666667,0.694117647,0,2.117459609
7,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.563573883,0.373333333,0.376470588,0,1.10856262
7,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.536082474,0.426666667,0.270588235,0,1.00063188
7,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.498281787,0.466666667,0.211764706,0,1.941615225
4,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.570446735,0.266666667,0.529411765,0,2.643333886
4,4,sep,fri,0.874617737,0.351262349,0.900187617,0.458333333,0.570446735,0.266666667,0.529411765,0,0.815364813
1,4,sep,fri,0.886850153,0.435418954,0.955722326,0.489583333,0.580756014,0.32,0.211764706,0,2.210469804
6,5,sep,fri,0.886850153,0.435418954,0.955722326,0.489583333,0.487972509,0.36,0.211764706,0,0.737164066
4,3,sep,fri,0.886850153,0.435418954,0.955722326,0.489583333,0.450171821,0.4,0.423529412,0,1.597365331
7,4,sep,fri,0.755351682,0.190998902,0.883927455,0.5625,0.378006873,0.653333333,0.317647059,0,0.418710335
4,3,sep,tue,0.868501529,0.397731431,0.931457161,0.296875,0.402061856,0.506666667,0.211764706,0,1.368639426
6,5,sep,tue,0.868501529,0.397731431,0.931457161,0.296875,0.580756014,0.266666667,0.270588235,0,1.894616855
6,5,sep,tue,0.868501529,0.397731431,0.931457161,0.296875,0.529209622,0.4,0.317647059,0,3.04594999
4,5,sep,tue,0.844036697,0.473106476,0.983739837,0.609375,0.402061856,0.306666667,0.588235294,0,1.011600912
6,5,sep,sat,0.847094801,0.33406513,0.899061914,0.395833333,0.432989691,0.426666667,0.529411765,0,2.613006652
7,4,sep,sun,0.840978593,1,1,0.328125,0.329896907,0.826666667,0.847058824,0,2.489894191
6,5,sep,sat,0.847094801,0.33406513,0.899061914,0.395833333,0.384879725,0.56,0.529411765,0,3.697591395
2,2,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.608247423,0.36,0.211764706,0,5.168379509
5,4,jul,wed,0.923547401,0.35967801,0.541838649,0.578125,0.518900344,0.32,0.8,0,2.16676537
8,6,aug,thu,0.831804281,0.699231614,0.772232645,0.3125,0.412371134,0.64,0.270588235,0,2.852439104
8,6,aug,wed,0.96941896,0.785583608,0.831019387,0.895833333,0.824742268,0.186666667,0.164705882,0,1.925707442
9,6,aug,thu,0.859327217,0.89791438,0.910819262,0.286458333,0.560137457,0.573333333,0.270588235,0,3.781230715
8,4,aug,sat,0.859327217,0.990852543,0.99249531,0.359375,0.587628866,0.386666667,0.482352941,0,2.578700529
2,4,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.573883162,0.466666667,0.211764706,0,2.833213344
3,4,sep,sun,0.825688073,0.342846689,0.906691682,0.552083333,0.563573883,0.533333333,0.588235294,0,3.24220165
6,4,aug,fri,0.957186544,0.819612148,0.851907442,0.583333333,0.656357388,0.253333333,0.317647059,0,3.392492941
7,4,feb,mon,0.648318043,0.023783388,0.040900563,0.171875,0.113402062,0.746666667,0.694117647,0,2.394252282
8,6,sep,fri,0.844036697,0.323088181,0.891181989,0.333333333,0.567010309,0.413333333,0.270588235,0,3.439776864
1,3,sep,sun,0.840978593,1,1,0.328125,0.608247423,0.373333333,0.423529412,0,4.273327218
4,5,feb,sun,0.657492355,0.021953897,0.039149468,0.140625,0.202749141,0.626666667,0.164705882,0,3.966132331
4,3,sep,sun,0.825688073,0.342846689,0.906691682,0.552083333,0.556701031,0.533333333,0.529411765,0,1.534714366
5,6,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.690721649,0.24,0.376470588,0,1.532556868
9,5,jun,wed,0.911314985,0.1701427,0.340337711,0.6875,0.817869416,0.253333333,0.482352941,0,2.214846179
3,4,sep,thu,0.844036697,0.311745335,0.883176986,0.390625,0.639175258,0.413333333,0.423529412,0,1.78339122
2,4,sep,wed,0.74617737,0.299304793,0.874921826,0.151041667,0.604810997,0.253333333,0.211764706,0,1.95160817
9,4,jul,mon,0.880733945,0.326015368,0.520950594,0.46875,0.639175258,0.16,0.482352941,0,0.966983846
6,3,jul,tue,0.892966361,0.58946213,0.688180113,0.421875,0.759450172,0.32,0.317647059,0,2.081938422
2,4,aug,sun,0.871559633,0.732528357,0.799124453,0.380208333,0.711340206,0.36,0.588235294,0,1.235471471
2,5,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.70790378,0.28,0.423529412,0,1.398716881
8,8,aug,wed,0.862385321,0.68935236,0.763352095,0.364583333,0.756013746,0.28,0.482352941,0,5.22982437
8,6,jul,sun,0.77675841,0.951701427,0.963477173,0.229166667,0.862542955,0.16,0.376470588,0,1.987874348
1,3,sep,sat,0.847094801,0.33406513,0.899061914,0.395833333,0.621993127,0.44,0.423529412,0,0.542324291
8,6,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.780068729,0.213333333,0.376470588,0,1.785070481
2,4,aug,mon,0.874617737,0.746432492,0.809255785,0.385416667,0.81443299,0.24,0.211764706,0,1.208960346
3,4,aug,sun,0.859327217,0.652396634,0.734709193,0.354166667,0.701030928,0.386666667,0.423529412,0,1.435084525
1,3,aug,sat,0.874617737,0.64032199,0.725078174,0.458333333,0.656357388,0.333333333,0.423529412,0,1.996059933
2,4,aug,sun,0.920489297,0.849249909,0.872420263,0.484375,0.573883162,0.68,0.529411765,0,2.793616089
8,6,aug,mon,0.874617737,0.746432492,0.809255785,0.385416667,0.776632302,0.266666667,0.105882353,0,0.431782416
2,5,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.666666667,0.506666667,0.423529412,0,2.005525859
1,3,sep,fri,0.844036697,0.323088181,0.891181989,0.333333333,0.512027491,0.413333333,0.211764706,0,0.285178942
8,6,aug,mon,0.874617737,0.746432492,0.809255785,0.385416667,0.731958763,0.186666667,0.164705882,0,0.802001585
6,5,apr,mon,0.74617737,0.080131723,0.020012508,0.151041667,0.23024055,0.653333333,0.317647059,0,1.470175845
4,5,aug,wed,0.96941896,0.785583608,0.831019387,0.895833333,0.659793814,0.453333333,0.588235294,0,2.005525859
1,4,aug,fri,0.825688073,0.709110867,0.780863039,0.807291667,0.261168385,0.973333333,0.529411765,0,2.371177884
1,4,aug,wed,0.862385321,0.68935236,0.763352095,0.364583333,0.5395189,0.466666667,0.423529412,0,4.427836171
8,6,aug,sat,0.923547401,0.834613977,0.862414009,0.395833333,0.505154639,0.653333333,0.529411765,0,1.463255402
7,4,aug,sat,0.859327217,0.990852543,0.99249531,0.359375,0.388316151,0.76,0.894117647,0,1.078409581
1,4,sep,sun,0.840978593,1,1,0.328125,0.35395189,0.813333333,0.847058824,0,1.549687908
6,5,mar,mon,0.724770642,0.044273692,0.014133834,0.328125,0.206185567,0.4,0.635294118,0,1.430311247
3,4,mar,wed,0.816513761,0.056714233,0.019387117,0.338541667,0.240549828,0.346666667,0.588235294,0,1.87946505
6,5,mar,thu,0.850152905,0.064398097,0.022388993,0.401041667,0.312714777,0.16,0.376470588,0,2.029463172
4,3,may,fri,0.798165138,0.081961215,0.060162602,0.255208333,0.474226804,0.333333333,0.423529412,0,3.675794215
8,3,jun,mon,0.755351682,0.341017197,0.254409006,0.203125,0.347079038,0.853333333,0.423529412,0,1.078409581
9,4,jun,sat,0.825688073,0.212586901,0.283927455,0.447916667,0.697594502,0.466666667,0.317647059,0,4.267176793
4,3,jun,thu,0.902140673,0.368825467,0.364102564,0.520833333,0.762886598,0.266666667,0.270588235,0,2.405141681
4,3,jul,thu,0.917431193,0.301134285,0.462038774,0.473958333,0.790378007,0.173333333,0.105882353,0,1.01523068
4,3,jul,sun,0.923547401,0.35967801,0.497560976,0.723958333,0.75257732,0.4,0.423529412,0,2.123458427
7,4,jul,sun,0.923547401,0.35967801,0.497560976,0.723958333,0.481099656,0.893333333,0.482352941,0,1.166270937
7,4,jul,mon,0.785932722,0.369191365,0.507817386,0.291666667,0.632302405,0.56,0.529411765,0,5.633109621
9,9,jul,thu,0.908256881,0.407610684,0.668417761,0.453125,0.89347079,0.133333333,0.482352941,0,1.32175584
3,4,aug,sun,0.960244648,0.465788511,0.702313946,0.692708333,0.659793814,0.333333333,0.635294118,0,0.828551818
2,5,aug,sun,0.960244648,0.465788511,0.702313946,0.692708333,0.993127148,0.133333333,0.423529412,0,3.311637305
5,4,aug,tue,0.966360856,0.506037322,0.725703565,0.880208333,0.683848797,0.373333333,0.694117647,0,1.098612289
5,4,aug,tue,0.966360856,0.506037322,0.725703565,0.880208333,0.762886598,0.253333333,0.376470588,0,2.856470206
4,4,aug,tue,0.966360856,0.506037322,0.725703565,0.880208333,0.52233677,0.746666667,0.847058824,0,3.864931398
1,3,aug,fri,0.990825688,0.567142334,0.760475297,0.546875,0.800687285,0.186666667,0.482352941,0,3.791436042
6,6,aug,sat,0.993883792,0.589096231,0.772232645,0.6875,0.914089347,0.2,0.529411765,0,2.260720889
